record_key,motivo
ptbxl_2935,picchi_insufficienti
ptbxl_2940,picchi_insufficienti
ptbxl_2956,picchi_insufficienti
ptbxl_2971,picchi_insufficienti
ptbxl_3027,picchi_insufficienti
ptbxl_3054,picchi_insufficienti
ptbxl_3099,picchi_insufficienti
ptbxl_3244,picchi_insufficienti
ptbxl_3315,picchi_insufficienti
ptbxl_3319,picchi_insufficienti
ptbxl_3356,picchi_insufficienti
ptbxl_3399,picchi_insufficienti
ptbxl_3407,picchi_insufficienti
ptbxl_3504,picchi_insufficienti
ptbxl_3509,picchi_insufficienti
ptbxl_3532,picchi_insufficienti
ptbxl_3533,picchi_insufficienti
ptbxl_3581,picchi_insufficienti
ptbxl_3597,picchi_insufficienti
ptbxl_3721,picchi_insufficienti
ptbxl_3811,picchi_insufficienti
ptbxl_3828,picchi_insufficienti
ptbxl_3836,picchi_insufficienti
ptbxl_3889,picchi_insufficienti
ptbxl_3953,picchi_insufficienti
ptbxl_4130,picchi_insufficienti
ptbxl_4194,picchi_insufficienti
ptbxl_4231,picchi_insufficienti
ptbxl_4236,picchi_insufficienti
ptbxl_4366,picchi_insufficienti
ptbxl_4415,picchi_insufficienti
ptbxl_4418,picchi_insufficienti
ptbxl_4453,picchi_insufficienti
ptbxl_4538,picchi_insufficienti
ptbxl_4575,picchi_insufficienti
ptbxl_4623,picchi_insufficienti
ptbxl_4658,picchi_insufficienti
ptbxl_4679,picchi_insufficienti
ptbxl_4820,picchi_insufficienti
ptbxl_4832,picchi_insufficienti
ptbxl_4833,picchi_insufficienti
ptbxl_4876,picchi_insufficienti
ptbxl_4901,picchi_insufficienti
ptbxl_4905,picchi_insufficienti
ptbxl_4919,picchi_insufficienti
ptbxl_4929,picchi_insufficienti
ptbxl_4950,picchi_insufficienti
ptbxl_4960,picchi_insufficienti
ptbxl_4975,picchi_insufficienti
ptbxl_4987,picchi_insufficienti
ptbxl_4989,picchi_insufficienti
ptbxl_5010,picchi_insufficienti
ptbxl_5025,picchi_insufficienti
ptbxl_5026,picchi_insufficienti
ptbxl_5047,picchi_insufficienti
ptbxl_5060,picchi_insufficienti
ptbxl_5089,picchi_insufficienti
ptbxl_5121,picchi_insufficienti
ptbxl_5176,picchi_insufficienti
ptbxl_5189,picchi_insufficienti
ptbxl_5199,picchi_insufficienti
ptbxl_5284,picchi_insufficienti
ptbxl_5296,picchi_insufficienti
ptbxl_5303,picchi_insufficienti
ptbxl_5338,picchi_insufficienti
ptbxl_5384,picchi_insufficienti
ptbxl_5399,picchi_insufficienti
ptbxl_5445,picchi_insufficienti
ptbxl_5494,picchi_insufficienti
ptbxl_5507,picchi_insufficienti
ptbxl_5515,picchi_insufficienti
ptbxl_5547,picchi_insufficienti
ptbxl_5561,picchi_insufficienti
ptbxl_5604,picchi_insufficienti
ptbxl_5658,picchi_insufficienti
ptbxl_5752,picchi_insufficienti
ptbxl_5860,picchi_insufficienti
ptbxl_5907,picchi_insufficienti
ptbxl_5915,picchi_insufficienti
ptbxl_5943,picchi_insufficienti
ptbxl_5996,picchi_insufficienti
ptbxl_6002,picchi_insufficienti
ptbxl_6076,picchi_insufficienti
ptbxl_6120,picchi_insufficienti
ptbxl_6161,picchi_insufficienti
ptbxl_6183,picchi_insufficienti
ptbxl_6274,picchi_insufficienti
ptbxl_6300,picchi_insufficienti
ptbxl_6322,picchi_insufficienti
ptbxl_6396,picchi_insufficienti
ptbxl_6423,picchi_insufficienti
ptbxl_6484,picchi_insufficienti
ptbxl_6491,picchi_insufficienti
ptbxl_6495,picchi_insufficienti
ptbxl_6529,picchi_insufficienti
ptbxl_6561,picchi_insufficienti
ptbxl_6650,picchi_insufficienti
ptbxl_6654,picchi_insufficienti
ptbxl_6684,picchi_insufficienti
ptbxl_6711,picchi_insufficienti
ptbxl_6719,picchi_insufficienti
ptbxl_6726,picchi_insufficienti
ptbxl_6840,picchi_insufficienti
ptbxl_6843,picchi_insufficienti
ptbxl_6856,picchi_insufficienti
ptbxl_6866,picchi_insufficienti
ptbxl_6870,picchi_insufficienti
ptbxl_6873,picchi_insufficienti
ptbxl_6874,picchi_insufficienti
ptbxl_6875,picchi_insufficienti
ptbxl_6895,picchi_insufficienti
ptbxl_6978,picchi_insufficienti
ptbxl_7048,picchi_insufficienti
ptbxl_7192,picchi_insufficienti
ptbxl_7204,picchi_insufficienti
ptbxl_7264,picchi_insufficienti
ptbxl_7286,picchi_insufficienti
ptbxl_7341,picchi_insufficienti
ptbxl_7361,picchi_insufficienti
ptbxl_7415,picchi_insufficienti
ptbxl_7456,picchi_insufficienti
ptbxl_7470,picchi_insufficienti
ptbxl_7491,picchi_insufficienti
ptbxl_7498,picchi_insufficienti
ptbxl_7553,picchi_insufficienti
ptbxl_7556,picchi_insufficienti
ptbxl_7565,picchi_insufficienti
ptbxl_7571,picchi_insufficienti
ptbxl_7579,picchi_insufficienti
ptbxl_7581,picchi_insufficienti
ptbxl_7592,picchi_insufficienti
ptbxl_7613,picchi_insufficienti
ptbxl_7630,picchi_insufficienti
ptbxl_7699,picchi_insufficienti
ptbxl_7772,picchi_insufficienti
ptbxl_7790,picchi_insufficienti
ptbxl_7811,picchi_insufficienti
ptbxl_7816,picchi_insufficienti
ptbxl_7828,picchi_insufficienti
ptbxl_7961,picchi_insufficienti
ptbxl_8081,picchi_insufficienti
ptbxl_8130,picchi_insufficienti
ptbxl_8195,picchi_insufficienti
ptbxl_8220,picchi_insufficienti
ptbxl_8267,picchi_insufficienti
ptbxl_8331,picchi_insufficienti
ptbxl_8348,picchi_insufficienti
ptbxl_8357,picchi_insufficienti
ptbxl_8386,picchi_insufficienti
ptbxl_8447,picchi_insufficienti
ptbxl_8449,picchi_insufficienti
ptbxl_8577,picchi_insufficienti
ptbxl_8591,picchi_insufficienti
ptbxl_8666,picchi_insufficienti
ptbxl_8717,picchi_insufficienti
ptbxl_8758,picchi_insufficienti
ptbxl_8810,picchi_insufficienti
ptbxl_8813,picchi_insufficienti
ptbxl_8823,picchi_insufficienti
ptbxl_8862,picchi_insufficienti
ptbxl_8872,picchi_insufficienti
ptbxl_8956,picchi_insufficienti
ptbxl_8970,picchi_insufficienti
ptbxl_8974,picchi_insufficienti
ptbxl_8989,picchi_insufficienti
ptbxl_8994,picchi_insufficienti
ptbxl_9045,picchi_insufficienti
ptbxl_9048,picchi_insufficienti
ptbxl_9129,picchi_insufficienti
ptbxl_9135,picchi_insufficienti
ptbxl_9194,picchi_insufficienti
ptbxl_9275,picchi_insufficienti
ptbxl_9328,picchi_insufficienti
ptbxl_9333,picchi_insufficienti
ptbxl_9335,picchi_insufficienti
ptbxl_9435,picchi_insufficienti
ptbxl_9445,picchi_insufficienti
ptbxl_9476,picchi_insufficienti
ptbxl_9536,picchi_insufficienti
ptbxl_9555,picchi_insufficienti
ptbxl_9575,picchi_insufficienti
ptbxl_9662,picchi_insufficienti
ptbxl_9666,picchi_insufficienti
ptbxl_9668,picchi_insufficienti
ptbxl_9846,picchi_insufficienti
ptbxl_9875,picchi_insufficienti
ptbxl_9932,picchi_insufficienti
ptbxl_9991,picchi_insufficienti
ptbxl_10009,picchi_insufficienti
ptbxl_10057,picchi_insufficienti
ptbxl_10181,picchi_insufficienti
ptbxl_10259,picchi_insufficienti
ptbxl_10355,picchi_insufficienti
ptbxl_10381,picchi_insufficienti
ptbxl_10387,picchi_insufficienti
ptbxl_10406,picchi_insufficienti
ptbxl_10419,picchi_insufficienti
ptbxl_10474,picchi_insufficienti
ptbxl_10476,picchi_insufficienti
ptbxl_10479,picchi_insufficienti
ptbxl_10487,picchi_insufficienti
ptbxl_10497,picchi_insufficienti
ptbxl_10538,picchi_insufficienti
ptbxl_10554,picchi_insufficienti
ptbxl_10557,picchi_insufficienti
ptbxl_10558,picchi_insufficienti
ptbxl_10601,picchi_insufficienti
ptbxl_10709,picchi_insufficienti
ptbxl_10736,picchi_insufficienti
ptbxl_10792,picchi_insufficienti
ptbxl_10802,picchi_insufficienti
ptbxl_10850,picchi_insufficienti
ptbxl_10862,picchi_insufficienti
ptbxl_10875,picchi_insufficienti
ptbxl_10880,picchi_insufficienti
ptbxl_10988,picchi_insufficienti
ptbxl_10999,picchi_insufficienti
ptbxl_11046,picchi_insufficienti
ptbxl_11101,picchi_insufficienti
ptbxl_11107,picchi_insufficienti
ptbxl_11135,picchi_insufficienti
ptbxl_11170,picchi_insufficienti
ptbxl_11217,picchi_insufficienti
ptbxl_11228,picchi_insufficienti
ptbxl_11260,picchi_insufficienti
ptbxl_11314,picchi_insufficienti
ptbxl_11331,picchi_insufficienti
ptbxl_11442,picchi_insufficienti
ptbxl_11487,picchi_insufficienti
ptbxl_11489,picchi_insufficienti
ptbxl_11495,picchi_insufficienti
ptbxl_11652,picchi_insufficienti
ptbxl_11665,picchi_insufficienti
ptbxl_11666,picchi_insufficienti
ptbxl_11700,picchi_insufficienti
ptbxl_11730,picchi_insufficienti
ptbxl_11746,picchi_insufficienti
ptbxl_11796,picchi_insufficienti
ptbxl_11854,picchi_insufficienti
ptbxl_11872,picchi_insufficienti
ptbxl_11889,picchi_insufficienti
ptbxl_11904,picchi_insufficienti
ptbxl_11914,picchi_insufficienti
ptbxl_11916,picchi_insufficienti
ptbxl_12000,picchi_insufficienti
ptbxl_12113,picchi_insufficienti
ptbxl_12163,picchi_insufficienti
ptbxl_12251,picchi_insufficienti
ptbxl_12261,picchi_insufficienti
ptbxl_12289,picchi_insufficienti
ptbxl_12329,picchi_insufficienti
ptbxl_12341,picchi_insufficienti
ptbxl_12369,picchi_insufficienti
ptbxl_12417,picchi_insufficienti
ptbxl_12450,picchi_insufficienti
ptbxl_12508,picchi_insufficienti
ptbxl_12516,picchi_insufficienti
ptbxl_12571,picchi_insufficienti
ptbxl_12581,picchi_insufficienti
ptbxl_12641,picchi_insufficienti
ptbxl_12703,picchi_insufficienti
ptbxl_12722,picchi_insufficienti
ptbxl_12732,picchi_insufficienti
ptbxl_12742,picchi_insufficienti
ptbxl_12769,picchi_insufficienti
ptbxl_12804,picchi_insufficienti
ptbxl_12822,picchi_insufficienti
ptbxl_12858,picchi_insufficienti
ptbxl_12922,picchi_insufficienti
ptbxl_12977,picchi_insufficienti
ptbxl_13015,picchi_insufficienti
ptbxl_13016,picchi_insufficienti
ptbxl_13046,picchi_insufficienti
ptbxl_13060,picchi_insufficienti
ptbxl_13069,picchi_insufficienti
ptbxl_13080,picchi_insufficienti
ptbxl_13100,picchi_insufficienti
ptbxl_13112,picchi_insufficienti
ptbxl_13163,picchi_insufficienti
ptbxl_13168,picchi_insufficienti
ptbxl_13184,picchi_insufficienti
ptbxl_13196,picchi_insufficienti
ptbxl_13219,picchi_insufficienti
ptbxl_13307,picchi_insufficienti
ptbxl_13329,picchi_insufficienti
ptbxl_13384,picchi_insufficienti
ptbxl_13407,picchi_insufficienti
ptbxl_13446,picchi_insufficienti
ptbxl_13455,picchi_insufficienti
ptbxl_13456,picchi_insufficienti
ptbxl_13632,picchi_insufficienti
ptbxl_13658,picchi_insufficienti
ptbxl_13671,picchi_insufficienti
ptbxl_13695,picchi_insufficienti
ptbxl_13758,picchi_insufficienti
ptbxl_13820,picchi_insufficienti
ptbxl_13835,picchi_insufficienti
ptbxl_13875,picchi_insufficienti
ptbxl_13884,picchi_insufficienti
ptbxl_13926,picchi_insufficienti
ptbxl_13955,picchi_insufficienti
ptbxl_13966,picchi_insufficienti
ptbxl_14018,picchi_insufficienti
ptbxl_14023,picchi_insufficienti
ptbxl_14045,picchi_insufficienti
ptbxl_14061,picchi_insufficienti
ptbxl_14153,picchi_insufficienti
ptbxl_14192,picchi_insufficienti
ptbxl_14316,picchi_insufficienti
ptbxl_14341,picchi_insufficienti
ptbxl_14362,picchi_insufficienti
ptbxl_14416,picchi_insufficienti
ptbxl_14431,picchi_insufficienti
ptbxl_14511,picchi_insufficienti
ptbxl_14541,picchi_insufficienti
ptbxl_14566,picchi_insufficienti
ptbxl_14612,picchi_insufficienti
ptbxl_14742,picchi_insufficienti
ptbxl_14806,picchi_insufficienti
ptbxl_14815,picchi_insufficienti
ptbxl_14897,picchi_insufficienti
ptbxl_14906,picchi_insufficienti
ptbxl_14948,picchi_insufficienti
ptbxl_14983,picchi_insufficienti
ptbxl_15089,picchi_insufficienti
ptbxl_15116,picchi_insufficienti
ptbxl_15129,picchi_insufficienti
ptbxl_15135,picchi_insufficienti
ptbxl_15157,picchi_insufficienti
ptbxl_15198,picchi_insufficienti
ptbxl_15215,picchi_insufficienti
ptbxl_15244,picchi_insufficienti
ptbxl_15254,picchi_insufficienti
ptbxl_15281,picchi_insufficienti
ptbxl_15321,picchi_insufficienti
ptbxl_15337,picchi_insufficienti
ptbxl_15429,picchi_insufficienti
ptbxl_15436,picchi_insufficienti
ptbxl_15457,picchi_insufficienti
ptbxl_15474,picchi_insufficienti
ptbxl_15481,picchi_insufficienti
ptbxl_15492,picchi_insufficienti
ptbxl_15555,picchi_insufficienti
ptbxl_15573,picchi_insufficienti
ptbxl_15585,picchi_insufficienti
ptbxl_15644,picchi_insufficienti
ptbxl_15681,picchi_insufficienti
ptbxl_15718,picchi_insufficienti
ptbxl_15783,picchi_insufficienti
ptbxl_15822,picchi_insufficienti
ptbxl_15832,picchi_insufficienti
ptbxl_15854,picchi_insufficienti
ptbxl_15857,picchi_insufficienti
ptbxl_15906,picchi_insufficienti
ptbxl_15917,picchi_insufficienti
ptbxl_15973,picchi_insufficienti
ptbxl_16012,picchi_insufficienti
ptbxl_16128,picchi_insufficienti
ptbxl_16151,picchi_insufficienti
ptbxl_16211,picchi_insufficienti
ptbxl_16245,picchi_insufficienti
ptbxl_16261,picchi_insufficienti
ptbxl_16271,picchi_insufficienti
ptbxl_16273,picchi_insufficienti
ptbxl_16312,picchi_insufficienti
ptbxl_16324,picchi_insufficienti
ptbxl_16365,picchi_insufficienti
ptbxl_16369,picchi_insufficienti
ptbxl_16376,picchi_insufficienti
ptbxl_16486,picchi_insufficienti
ptbxl_16542,picchi_insufficienti
ptbxl_16575,picchi_insufficienti
ptbxl_16686,picchi_insufficienti
ptbxl_16698,picchi_insufficienti
ptbxl_16700,picchi_insufficienti
ptbxl_16725,picchi_insufficienti
ptbxl_16791,picchi_insufficienti
ptbxl_16874,picchi_insufficienti
ptbxl_16948,picchi_insufficienti
ptbxl_16962,picchi_insufficienti
ptbxl_17003,picchi_insufficienti
ptbxl_17045,picchi_insufficienti
ptbxl_17052,picchi_insufficienti
ptbxl_17125,picchi_insufficienti
ptbxl_17136,picchi_insufficienti
ptbxl_17184,picchi_insufficienti
ptbxl_17250,picchi_insufficienti
ptbxl_17254,picchi_insufficienti
ptbxl_17305,picchi_insufficienti
ptbxl_17310,picchi_insufficienti
ptbxl_17313,picchi_insufficienti
ptbxl_17332,picchi_insufficienti
ptbxl_17362,picchi_insufficienti
ptbxl_17363,picchi_insufficienti
ptbxl_17384,picchi_insufficienti
ptbxl_17390,picchi_insufficienti
ptbxl_17426,picchi_insufficienti
ptbxl_17427,picchi_insufficienti
ptbxl_17450,picchi_insufficienti
ptbxl_17489,picchi_insufficienti
ptbxl_17493,picchi_insufficienti
ptbxl_17506,picchi_insufficienti
ptbxl_17546,picchi_insufficienti
ptbxl_17558,picchi_insufficienti
ptbxl_17572,picchi_insufficienti
ptbxl_17601,picchi_insufficienti
ptbxl_17630,picchi_insufficienti
ptbxl_17638,picchi_insufficienti
ptbxl_17665,picchi_insufficienti
ptbxl_17775,picchi_insufficienti
ptbxl_17782,picchi_insufficienti
ptbxl_17787,picchi_insufficienti
ptbxl_17833,picchi_insufficienti
ptbxl_17844,picchi_insufficienti
ptbxl_17867,picchi_insufficienti
ptbxl_17873,picchi_insufficienti
ptbxl_17914,picchi_insufficienti
ptbxl_17942,picchi_insufficienti
ptbxl_17998,picchi_insufficienti
ptbxl_18008,picchi_insufficienti
ptbxl_18033,picchi_insufficienti
ptbxl_18062,picchi_insufficienti
ptbxl_18087,picchi_insufficienti
ptbxl_18113,picchi_insufficienti
ptbxl_18180,picchi_insufficienti
ptbxl_18254,picchi_insufficienti
ptbxl_18315,picchi_insufficienti
ptbxl_18349,picchi_insufficienti
ptbxl_18376,picchi_insufficienti
ptbxl_18426,picchi_insufficienti
ptbxl_18465,picchi_insufficienti
ptbxl_18478,picchi_insufficienti
ptbxl_18503,picchi_insufficienti
ptbxl_18584,picchi_insufficienti
ptbxl_18595,picchi_insufficienti
ptbxl_18723,picchi_insufficienti
ptbxl_18767,picchi_insufficienti
ptbxl_18777,picchi_insufficienti
ptbxl_18827,picchi_insufficienti
ptbxl_18862,picchi_insufficienti
ptbxl_18882,picchi_insufficienti
ptbxl_18903,picchi_insufficienti
ptbxl_18933,picchi_insufficienti
ptbxl_18976,picchi_insufficienti
ptbxl_19012,picchi_insufficienti
ptbxl_19054,picchi_insufficienti
ptbxl_19084,picchi_insufficienti
ptbxl_19117,picchi_insufficienti
ptbxl_19138,picchi_insufficienti
ptbxl_19171,picchi_insufficienti
ptbxl_19225,picchi_insufficienti
ptbxl_19237,picchi_insufficienti
ptbxl_19268,picchi_insufficienti
ptbxl_19299,picchi_insufficienti
ptbxl_19358,picchi_insufficienti
ptbxl_19403,picchi_insufficienti
ptbxl_19434,picchi_insufficienti
ptbxl_19449,picchi_insufficienti
ptbxl_19506,picchi_insufficienti
ptbxl_19511,picchi_insufficienti
ptbxl_19513,picchi_insufficienti
ptbxl_19540,picchi_insufficienti
ptbxl_19555,picchi_insufficienti
ptbxl_19556,picchi_insufficienti
ptbxl_19575,picchi_insufficienti
ptbxl_19594,picchi_insufficienti
ptbxl_19609,picchi_insufficienti
ptbxl_19621,picchi_insufficienti
ptbxl_19622,picchi_insufficienti
ptbxl_19646,picchi_insufficienti
ptbxl_19716,picchi_insufficienti
ptbxl_19721,picchi_insufficienti
ptbxl_19761,picchi_insufficienti
ptbxl_19769,picchi_insufficienti
ptbxl_19772,picchi_insufficienti
ptbxl_19787,picchi_insufficienti
ptbxl_19823,picchi_insufficienti
ptbxl_19841,picchi_insufficienti
ptbxl_19949,picchi_insufficienti
ptbxl_19967,picchi_insufficienti
ptbxl_20007,picchi_insufficienti
ptbxl_20014,picchi_insufficienti
ptbxl_20048,picchi_insufficienti
ptbxl_20059,picchi_insufficienti
ptbxl_20168,picchi_insufficienti
ptbxl_20316,picchi_insufficienti
ptbxl_20323,picchi_insufficienti
ptbxl_20365,picchi_insufficienti
ptbxl_20370,picchi_insufficienti
ptbxl_20378,picchi_insufficienti
ptbxl_20400,picchi_insufficienti
ptbxl_20417,picchi_insufficienti
ptbxl_20437,picchi_insufficienti
ptbxl_20451,picchi_insufficienti
ptbxl_20455,picchi_insufficienti
ptbxl_20466,picchi_insufficienti
ptbxl_20472,picchi_insufficienti
ptbxl_20512,picchi_insufficienti
ptbxl_20522,picchi_insufficienti
ptbxl_20533,picchi_insufficienti
ptbxl_20574,picchi_insufficienti
ptbxl_20634,picchi_insufficienti
ptbxl_20642,picchi_insufficienti
ptbxl_20682,picchi_insufficienti
ptbxl_20698,picchi_insufficienti
ptbxl_20700,picchi_insufficienti
ptbxl_20718,picchi_insufficienti
ptbxl_20761,picchi_insufficienti
ptbxl_20781,picchi_insufficienti
ptbxl_20849,picchi_insufficienti
ptbxl_20874,picchi_insufficienti
ptbxl_20884,picchi_insufficienti
ptbxl_20894,picchi_insufficienti
ptbxl_20913,picchi_insufficienti
ptbxl_20972,picchi_insufficienti
ptbxl_20974,picchi_insufficienti
ptbxl_21013,picchi_insufficienti
ptbxl_21059,picchi_insufficienti
ptbxl_21063,picchi_insufficienti
ptbxl_21069,picchi_insufficienti
ptbxl_21071,picchi_insufficienti
ptbxl_21075,picchi_insufficienti
ptbxl_21085,picchi_insufficienti
ptbxl_21141,picchi_insufficienti
ptbxl_21211,picchi_insufficienti
ptbxl_21217,picchi_insufficienti
ptbxl_21266,picchi_insufficienti
ptbxl_21366,picchi_insufficienti
ptbxl_21393,picchi_insufficienti
ptbxl_21426,picchi_insufficienti
ptbxl_21454,picchi_insufficienti
ptbxl_21463,picchi_insufficienti
ptbxl_21474,picchi_insufficienti
ptbxl_21496,picchi_insufficienti
ptbxl_21498,picchi_insufficienti
ptbxl_21547,picchi_insufficienti
ptbxl_21552,picchi_insufficienti
ptbxl_21578,picchi_insufficienti
ptbxl_21591,picchi_insufficienti
ptbxl_21605,picchi_insufficienti
ptbxl_21606,picchi_insufficienti
ptbxl_21613,picchi_insufficienti
ptbxl_21730,picchi_insufficienti
ptbxl_21785,picchi_insufficienti
ptbxl_21820,picchi_insufficienti
ptbxl_21830,picchi_insufficienti
georgia_E00010,picchi_insufficienti
georgia_E00044,picchi_insufficienti
georgia_E00054,picchi_insufficienti
georgia_E00095,picchi_insufficienti
georgia_E00114,picchi_insufficienti
georgia_E00141,picchi_insufficienti
georgia_E00161,picchi_insufficienti
georgia_E00168,picchi_insufficienti
georgia_E00235,picchi_insufficienti
georgia_E00251,picchi_insufficienti
georgia_E00271,picchi_insufficienti
georgia_E00311,picchi_insufficienti
georgia_E00326,picchi_insufficienti
georgia_E00348,picchi_insufficienti
georgia_E00355,picchi_insufficienti
georgia_E00372,picchi_insufficienti
georgia_E00374,picchi_insufficienti
georgia_E00413,picchi_insufficienti
georgia_E00453,picchi_insufficienti
georgia_E00474,picchi_insufficienti
georgia_E00501,picchi_insufficienti
georgia_E00502,picchi_insufficienti
georgia_E00566,picchi_insufficienti
georgia_E00612,picchi_insufficienti
georgia_E00654,picchi_insufficienti
georgia_E00687,picchi_insufficienti
georgia_E00746,picchi_insufficienti
georgia_E00755,picchi_insufficienti
georgia_E00762,picchi_insufficienti
georgia_E00855,picchi_insufficienti
georgia_E00867,picchi_insufficienti
georgia_E00869,picchi_insufficienti
georgia_E00870,picchi_insufficienti
georgia_E00886,picchi_insufficienti
georgia_E00926,picchi_insufficienti
georgia_E01000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g1/E01000.hea'
georgia_E09073,picchi_insufficienti
georgia_E09090,picchi_insufficienti
georgia_E09107,picchi_insufficienti
georgia_E09153,picchi_insufficienti
georgia_E09165,picchi_insufficienti
georgia_E09174,picchi_insufficienti
georgia_E09191,picchi_insufficienti
georgia_E09246,picchi_insufficienti
georgia_E09268,picchi_insufficienti
georgia_E09276,picchi_insufficienti
georgia_E09296,picchi_insufficienti
georgia_E09319,picchi_insufficienti
georgia_E09345,picchi_insufficienti
georgia_E09377,picchi_insufficienti
georgia_E09379,picchi_insufficienti
georgia_E09384,picchi_insufficienti
georgia_E09400,picchi_insufficienti
georgia_E09401,picchi_insufficienti
georgia_E09418,picchi_insufficienti
georgia_E09454,picchi_insufficienti
georgia_E09460,picchi_insufficienti
georgia_E09473,picchi_insufficienti
georgia_E09477,picchi_insufficienti
georgia_E09481,picchi_insufficienti
georgia_E09571,picchi_insufficienti
georgia_E09600,picchi_insufficienti
georgia_E09642,picchi_insufficienti
georgia_E09658,picchi_insufficienti
georgia_E09673,picchi_insufficienti
georgia_E09749,picchi_insufficienti
georgia_E09759,picchi_insufficienti
georgia_E09788,picchi_insufficienti
georgia_E09825,picchi_insufficienti
georgia_E09828,picchi_insufficienti
georgia_E09833,picchi_insufficienti
georgia_E09835,picchi_insufficienti
georgia_E09849,picchi_insufficienti
georgia_E09860,picchi_insufficienti
georgia_E09875,picchi_insufficienti
georgia_E09884,picchi_insufficienti
georgia_E09915,picchi_insufficienti
georgia_E09929,picchi_insufficienti
georgia_E09937,picchi_insufficienti
georgia_E09949,picchi_insufficienti
georgia_E10000,errore: [Errno 2] No such file or directory: '/home/nico/unibro/tesi/neural_network/data_prep/physionet.org/files/georgia/g10/E10000.hea'
georgia_E10007,picchi_insufficienti
georgia_E10014,picchi_insufficienti
georgia_E10019,picchi_insufficienti
georgia_E10032,picchi_insufficienti
georgia_E10034,picchi_insufficienti
georgia_E10041,picchi_insufficienti
georgia_E10054,picchi_insufficienti
georgia_E10085,picchi_insufficienti
georgia_E10161,picchi_insufficienti
georgia_E10178,picchi_insufficienti
georgia_E10262,picchi_insufficienti
georgia_E10289,picchi_insufficienti
georgia_E10295,picchi_insufficienti
georgia_E10307,picchi_insufficienti
georgia_E10327,picchi_insufficienti
georgia_E10331,picchi_insufficienti
georgia_E01057,picchi_insufficienti
georgia_E01075,picchi_insufficienti
georgia_E01084,picchi_insufficienti
georgia_E01087,picchi_insufficienti
georgia_E01116,picchi_insufficienti
georgia_E01117,picchi_insufficienti
georgia_E01122,picchi_insufficienti
georgia_E01139,picchi_insufficienti
georgia_E01155,picchi_insufficienti
georgia_E01163,picchi_insufficienti
georgia_E01172,picchi_insufficienti
georgia_E01205,picchi_insufficienti
georgia_E01272,picchi_insufficienti
georgia_E01325,picchi_insufficienti
georgia_E01362,picchi_insufficienti
georgia_E01381,picchi_insufficienti
georgia_E01416,picchi_insufficienti
georgia_E01430,picchi_insufficienti
georgia_E01483,picchi_insufficienti
georgia_E01502,picchi_insufficienti
georgia_E01505,picchi_insufficienti
georgia_E01635,picchi_insufficienti
georgia_E01652,picchi_insufficienti
georgia_E01659,picchi_insufficienti
